Incident_Number,Area_Occ,Rpt_Dist,Dispatch_Date,Dispatch_Time,Call_Type_Code,Call_Type_Text
PD22012400000684,Outside,,01/24/2022 12:00:00 AM,07:01:09,006,CODE 6
PD22012400000666,Central,0182,01/24/2022 12:00:00 AM,07:01:07,620M,MAN/WMN
PD22012400000682,Central,0155,01/24/2022 12:00:00 AM,07:00:39,006,CODE 6
PD22012400000520,West Valley,1007,01/24/2022 12:00:00 AM,07:00:18,5101,CAR
PD22012400000681,Outside,,01/24/2022 12:00:00 AM,07:00:14,006,CODE 6
PD22012400000634,77th Street,1269,01/24/2022 12:00:00 AM,06:59:13,6051,DOOR
PD22012400000636,Hollenbeck,0491,01/24/2022 12:00:00 AM,06:59:00,9212N,TRESPASS SUSP NOW
PD22012400000678,Outside,,01/24/2022 12:00:00 AM,06:58:48,902,TRAFFIC STOP
PD22012400000677,Central,0141,01/24/2022 12:00:00 AM,06:58:47,006,CODE 6
PD22012400000675,Outside,,01/24/2022 12:00:00 AM,06:58:02,006,CODE 6
PD22012400000673,Devonshire,1716,01/24/2022 12:00:00 AM,06:56:57,902,TRAFFIC STOP
PD22012400000587,N Hollywood,1595,01/24/2022 12:00:00 AM,06:56:07,9212,TRESPASS SUSP
PD22012400000670,Olympic,2029,01/24/2022 12:00:00 AM,06:55:51,902,TRAFFIC STOP
PD22012400000669,Pacific,1464,01/24/2022 12:00:00 AM,06:55:14,006,CODE 6
PD22012400000668,Outside,,01/24/2022 12:00:00 AM,06:54:57,006,CODE 6
PD22012400000590,Central,0101,01/24/2022 12:00:00 AM,06:54:05,5034SN,CAR STRIP SUSP NOW
PD22012400000346,77th Street,1256,01/24/2022 12:00:00 AM,06:54:05,415W,WOMAN
PD22012400000665,Pacific,1488,01/24/2022 12:00:00 AM,06:54:03,245D,DOM VIOL
PD22012400000628,Hollenbeck,0462,01/24/2022 12:00:00 AM,06:53:49,5033S,GTA SUSP
PD22012400000659,Pacific,1465,01/24/2022 12:00:00 AM,06:53:06,906R,ROBBERY (211 SILENT)
PD22012400000667,Outside,,01/24/2022 12:00:00 AM,06:53:01,006,CODE 6
PD22012400000664,Wilshire,0749,01/24/2022 12:00:00 AM,06:52:23,006,CODE 6
PD22012400000528,Central,0153,01/24/2022 12:00:00 AM,06:52:12,927AI,AMB INVEST
PD22012400000657,Hollywood,0629,01/24/2022 12:00:00 AM,06:51:35,261I,INVEST
PD22012400000619,Pacific,1488,01/24/2022 12:00:00 AM,06:51:08,620D,DOM VIOL
PD22012400000661,Outside,,01/24/2022 12:00:00 AM,06:51:03,006,CODE 6
PD22012400000660,Newton,1313,01/24/2022 12:00:00 AM,06:50:52,006,CODE 6
PD22012400000527,Central,0182,01/24/2022 12:00:00 AM,06:50:38,211J,J/O
PD22012400000650,Southeast,1823,01/24/2022 12:00:00 AM,06:49:36,242A,AMB
PD22012400000656,Outside,,01/24/2022 12:00:00 AM,06:49:08,006,CODE 6
PD22012400000655,Outside,,01/24/2022 12:00:00 AM,06:48:54,006,CODE 6
PD22012400000653,Outside,,01/24/2022 12:00:00 AM,06:48:17,006,CODE 6
PD22012400000651,Outside,,01/24/2022 12:00:00 AM,06:48:01,006,CODE 6
PD22012400000605,Southwest,0341,01/24/2022 12:00:00 AM,06:47:27,927AD,AMB D/B
PD22012400000640,Olympic,2056,01/24/2022 12:00:00 AM,06:46:49,930W,WMN
PD22012400000635,Olympic,2056,01/24/2022 12:00:00 AM,06:46:41,9212,TRESPASS SUSP
PD22012400000613,Southeast,1831,01/24/2022 12:00:00 AM,06:46:37,242D,DOM VIOL
PD22012400000647,Outside,,01/24/2022 12:00:00 AM,06:45:59,006,CODE 6
PD22012400000471,West Valley,1017,01/24/2022 12:00:00 AM,06:45:50,6201,ROOMMATE
PD22012400000646,Hollywood,0621,01/24/2022 12:00:00 AM,06:45:35,006,CODE 6
PD22012400000645,Outside,,01/24/2022 12:00:00 AM,06:45:23,006,CODE 6
PD22012400000551,77th Street,1266,01/24/2022 12:00:00 AM,06:44:35,242I,BATTERY INVEST
PD22012400000096,77th Street,1251,01/24/2022 12:00:00 AM,06:44:19,9212,TRESPASS SUSP
PD22012400000643,Outside,,01/24/2022 12:00:00 AM,06:44:00,006,CODE 6
PD22012400000641,Outside,,01/24/2022 12:00:00 AM,06:43:29,006,CODE 6
PD22012400000639,Outside,,01/24/2022 12:00:00 AM,06:42:43,006,CODE 6
PD22012400000638,Outside,,01/24/2022 12:00:00 AM,06:42:27,006,CODE 6
PD22012400000637,Outside,,01/24/2022 12:00:00 AM,06:42:10,006,CODE 6
PD22012400000604,Hollywood,0622,01/24/2022 12:00:00 AM,06:41:18,900,UNKNOWN TROUBLE
PD22012400000633,Outside,,01/24/2022 12:00:00 AM,06:40:50,006,CODE 6
PD22012400000622,Devonshire,1781,01/24/2022 12:00:00 AM,06:39:43,906B1,CODE 30 RINGER
PD22012400000631,Outside,,01/24/2022 12:00:00 AM,06:39:33,006,CODE 6
PD22012400000627,Devonshire,1708,01/24/2022 12:00:00 AM,06:37:21,902,TRAFFIC STOP
PD22012400000621,Van Nuys,0985,01/24/2022 12:00:00 AM,06:37:09,242J,J/O
PD22012400000608,Van Nuys,0985,01/24/2022 12:00:00 AM,06:36:04,620M,MAN/WMN
PD22012400000448,77th Street,1253,01/24/2022 12:00:00 AM,06:35:57,906B1,CODE 30 RINGER
PD22012400000600,77th Street,1248,01/24/2022 12:00:00 AM,06:35:46,5033SL,GTA SUSP J/L
PD22012400000626,Outside,,01/24/2022 12:00:00 AM,06:35:45,006,CODE 6
PD22012400000625,Outside,,01/24/2022 12:00:00 AM,06:35:32,006,CODE 6
PD22012400000615,N Hollywood,1557,01/24/2022 12:00:00 AM,06:35:32,930W,WMN
PD22012400000624,Outside,,01/24/2022 12:00:00 AM,06:33:21,006,CODE 6
PD22012400000618,Mission,1985,01/24/2022 12:00:00 AM,06:33:16,245PSN,POSS SUSP NOW
PD22012400000623,Outside,,01/24/2022 12:00:00 AM,06:33:15,006,CODE 6
PD22012400000620,Outside,,01/24/2022 12:00:00 AM,06:32:32,006,CODE 6
PD22012400000617,Outside,,01/24/2022 12:00:00 AM,06:32:05,006,CODE 6
PD22012400000611,Outside,,01/24/2022 12:00:00 AM,06:30:23,006,CODE 6
PD22012400000610,Outside,,01/24/2022 12:00:00 AM,06:30:08,006,CODE 6
PD22012400000606,Olympic,2033,01/24/2022 12:00:00 AM,06:29:13,459W,WINDOW SMASH
PD22012400000576,77th Street,1245,01/24/2022 12:00:00 AM,06:28:38,245AK,AMB CUTTING
PD22012400000607,Devonshire,1716,01/24/2022 12:00:00 AM,06:28:12,902,TRAFFIC STOP
PD22012400000596,Wilshire,0724,01/24/2022 12:00:00 AM,06:27:42,9212,TRESPASS SUSP
PD22012400000580,Wilshire,0701,01/24/2022 12:00:00 AM,06:27:37,620N,NEIGHBOR
PD22012400000601,Pacific,1479,01/24/2022 12:00:00 AM,06:26:33,900,UNKNOWN TROUBLE
PD22012400000592,Devonshire,1762,01/24/2022 12:00:00 AM,06:25:57,906B1,CODE 30 RINGER
PD22012400000583,Pacific,1401,01/24/2022 12:00:00 AM,06:25:45,9073,ATT SUICIDE
PD22012400000602,Outside,,01/24/2022 12:00:00 AM,06:24:41,006,CODE 6
PD22012400000569,Wilshire,0755,01/24/2022 12:00:00 AM,06:22:30,918M,MALE
PD22012400000599,Outside,,01/24/2022 12:00:00 AM,06:22:23,006,CODE 6
PD22012400000597,Outside,,01/24/2022 12:00:00 AM,06:21:29,006,CODE 6
PD22012400000559,Olympic,2014,01/24/2022 12:00:00 AM,06:20:51,484PSN,POSS SUSP NOW
PD22012400000586,Pacific,1455,01/24/2022 12:00:00 AM,06:18:49,904A,AMB
PD22012400000577,Hollywood,0631,01/24/2022 12:00:00 AM,06:18:02,906B1,CODE 30 RINGER
PD22012400000541,Newton,1342,01/24/2022 12:00:00 AM,06:17:57,9045,H & R MISD
PD22012400000588,Northeast,1119,01/24/2022 12:00:00 AM,06:17:14,459PSL,POSS SUSP J/L
PD22012400000579,Hollywood,0638,01/24/2022 12:00:00 AM,06:14:48,4591S,BFV SUSP
PD22012400000584,Topanga,2144,01/24/2022 12:00:00 AM,06:14:24,9212N,TRESPASS SUSP NOW
PD22012400000572,Northeast,1139,01/24/2022 12:00:00 AM,06:14:22,906B1,CODE 30 RINGER
PD22012400000574,Northeast,1135,01/24/2022 12:00:00 AM,06:14:20,620F,FAMILY
PD22012400000545,Northeast,1109,01/24/2022 12:00:00 AM,06:14:16,415M,MAN
PD22012400000585,Outside,,01/24/2022 12:00:00 AM,06:13:16,006,CODE 6
PD22012400000581,Wilshire,0755,01/24/2022 12:00:00 AM,06:12:46,930W,WMN
PD22012400000582,Outside,,01/24/2022 12:00:00 AM,06:11:55,006,CODE 6
PD22012400000570,Central,0156,01/24/2022 12:00:00 AM,06:08:23,990F,FD
PD22012400000571,Outside,,01/24/2022 12:00:00 AM,06:07:31,006,CODE 6
PD22012400000524,West Valley,1017,01/24/2022 12:00:00 AM,06:04:56,4591S,BFV SUSP
PD22012400000568,Southeast,1831,01/24/2022 12:00:00 AM,06:04:49,900,UNKNOWN TROUBLE
PD22012400000567,West LA,0832,01/24/2022 12:00:00 AM,06:03:19,907A2,AMB O/D
PD22012400000566,Outside,,01/24/2022 12:00:00 AM,06:01:14,006,CODE 6
PD22012400000565,Outside,,01/24/2022 12:00:00 AM,06:01:12,006,CODE 6
PD22012400000564,Outside,,01/24/2022 12:00:00 AM,06:00:26,006,CODE 6
PD22012400000563,Devonshire,1729,01/24/2022 12:00:00 AM,06:00:14,902,TRAFFIC STOP
PD22012400000501,Topanga,2185,01/24/2022 12:00:00 AM,05:59:35,459I,INVEST
PD22012400000562,Outside,,01/24/2022 12:00:00 AM,05:59:02,006,CODE 6
PD22012400000560,Outside,,01/24/2022 12:00:00 AM,05:56:58,006,CODE 6
PD22012400000555,Hollywood,0645,01/24/2022 12:00:00 AM,05:55:23,900,UNKNOWN TROUBLE
PD22012400000557,Outside,,01/24/2022 12:00:00 AM,05:54:59,006,CODE 6
PD22012400000556,Wilshire,0745,01/24/2022 12:00:00 AM,05:54:47,006,CODE 6
PD22012400000553,Van Nuys,0906,01/24/2022 12:00:00 AM,05:54:16,900,UNKNOWN TROUBLE
PD22012400000554,Outside,,01/24/2022 12:00:00 AM,05:54:06,006,CODE 6
PD22012400000544,Central,0153,01/24/2022 12:00:00 AM,05:52:00,415M8W,MAN ASSLTG WMN
PD22012400000550,West Valley,1049,01/24/2022 12:00:00 AM,05:51:20,006,CODE 6
PD22012400000549,Southwest,0334,01/24/2022 12:00:00 AM,05:51:16,006,CODE 6
PD22012400000548,Outside,,01/24/2022 12:00:00 AM,05:50:54,006,CODE 6
PD22012400000515,Olympic,2024,01/24/2022 12:00:00 AM,05:50:39,9212,TRESPASS SUSP
PD22012400000547,Devonshire,1716,01/24/2022 12:00:00 AM,05:50:32,902,TRAFFIC STOP
PD22012400000514,West LA,0835,01/24/2022 12:00:00 AM,05:45:32,415M,MAN
PD22012400000533,Olympic,2004,01/24/2022 12:00:00 AM,05:44:09,242D,DOM VIOL
PD22012400000542,Outside,,01/24/2022 12:00:00 AM,05:43:32,006,CODE 6
PD22012400000455,Rampart,0261,01/24/2022 12:00:00 AM,05:43:28,906B1,CODE 30 RINGER
PD22012400000538,Rampart,0249,01/24/2022 12:00:00 AM,05:42:54,314W,WMN
PD22012400000534,Mission,1918,01/24/2022 12:00:00 AM,05:41:34,927AI,AMB INVEST
PD22012400000532,N Hollywood,1535,01/24/2022 12:00:00 AM,05:41:15,4591SN,BFV SUSP NOW
PD22012400000536,Outside,,01/24/2022 12:00:00 AM,05:40:58,006,CODE 6
PD22012400000535,Outside,,01/24/2022 12:00:00 AM,05:40:55,006,CODE 6
PD22012400000530,Hollenbeck,0497,01/24/2022 12:00:00 AM,05:37:38,906B1,CODE 30 RINGER
PD22012400000525,West LA,0848,01/24/2022 12:00:00 AM,05:36:02,900,UNKNOWN TROUBLE
PD22012400000529,Mission,1991,01/24/2022 12:00:00 AM,05:35:33,902,TRAFFIC STOP
PD22012400000526,Wilshire,0752,01/24/2022 12:00:00 AM,05:34:22,930W,WMN
PD22012400000516,N Hollywood,1501,01/24/2022 12:00:00 AM,05:30:48,422I,CRIMINAL THREATS INV
PD22012400000512,N Hollywood,1555,01/24/2022 12:00:00 AM,05:30:32,415M,MAN
PD22012400000522,Pacific,1472,01/24/2022 12:00:00 AM,05:30:19,900,UNKNOWN TROUBLE
PD22012400000523,Outside,,01/24/2022 12:00:00 AM,05:30:12,006,CODE 6
PD22012400000505,West Valley,1049,01/24/2022 12:00:00 AM,05:28:18,245S,SUSP
PD22012400000489,Central,0157,01/24/2022 12:00:00 AM,05:26:56,929AM,AMB MAN
PD22012400000518,Outside,,01/24/2022 12:00:00 AM,05:26:45,006,CODE 6
PD22012400000511,Pacific,1406,01/24/2022 12:00:00 AM,05:22:28,484SN,SUSP NOW
PD22012400000508,Mission,1918,01/24/2022 12:00:00 AM,05:18:21,415M,MAN
PD22012400000504,Hollenbeck,0443,01/24/2022 12:00:00 AM,05:16:37,246I,INVEST
PD22012400000484,77th Street,1263,01/24/2022 12:00:00 AM,05:15:12,900,UNKNOWN TROUBLE
PD22012400000510,Outside,,01/24/2022 12:00:00 AM,05:14:51,902,TRAFFIC STOP
PD22012400000509,Outside,,01/24/2022 12:00:00 AM,05:14:16,006,CODE 6
PD22012400000486,Southwest,0301,01/24/2022 12:00:00 AM,05:13:48,484SN,SUSP NOW
PD22012400000506,Mission,1983,01/24/2022 12:00:00 AM,05:12:59,620D,DOM VIOL
PD22012400000502,Wilshire,0723,01/24/2022 12:00:00 AM,05:09:41,906B4,OTHER/459 SILENT
PD22012400000499,Foothill,1608,01/24/2022 12:00:00 AM,05:08:10,245D,DOM VIOL
PD22012400000500,Outside,,01/24/2022 12:00:00 AM,05:07:57,006,CODE 6
PD22012400000474,Southeast,1863,01/24/2022 12:00:00 AM,05:06:17,242D,DOM VIOL
PD22012400000498,West LA,0825,01/24/2022 12:00:00 AM,05:06:11,906B1,CODE 30 RINGER
PD22012400000477,Rampart,0236,01/24/2022 12:00:00 AM,05:05:04,907P3,POSS ATT SUICIDE
PD22012400000443,Hollenbeck,0477,01/24/2022 12:00:00 AM,05:04:27,921C,COMPLAINT
PD22012400000493,Van Nuys,0974,01/24/2022 12:00:00 AM,05:04:21,415M,MAN
PD22012400000497,Olympic,2036,01/24/2022 12:00:00 AM,05:03:00,006,CODE 6
PD22012400000496,Outside,,01/24/2022 12:00:00 AM,05:02:45,006,CODE 6
PD22012400000494,Outside,,01/24/2022 12:00:00 AM,05:01:16,902,TRAFFIC STOP
PD22012400000445,Central,0164,01/24/2022 12:00:00 AM,04:57:57,620M,MAN/WMN
PD22012400000491,Southwest,0328,01/24/2022 12:00:00 AM,04:57:27,4591S,BFV SUSP
PD22012400000485,Northeast,1105,01/24/2022 12:00:00 AM,04:56:37,927AI,AMB INVEST
PD22012400000487,Outside,,01/24/2022 12:00:00 AM,04:52:49,902,TRAFFIC STOP
PD22012400000469,Topanga,2189,01/24/2022 12:00:00 AM,04:52:00,9212,TRESPASS SUSP
PD22012400000476,Wilshire,0762,01/24/2022 12:00:00 AM,04:51:29,9202,ADULT
PD22012400000480,Wilshire,0762,01/24/2022 12:00:00 AM,04:51:26,906B1,CODE 30 RINGER
PD22012400000483,West Valley,1007,01/24/2022 12:00:00 AM,04:50:43,9032,HAZARD
PD22012400000481,Harbor,0517,01/24/2022 12:00:00 AM,04:49:12,927AI,AMB INVEST
PD22012400000479,West LA,0825,01/24/2022 12:00:00 AM,04:48:29,907A2,AMB O/D
PD22012400000478,Southwest,0379,01/24/2022 12:00:00 AM,04:47:17,245S,SUSP
PD22012400000475,Outside,,01/24/2022 12:00:00 AM,04:44:42,006,CODE 6
PD22012400000472,Olympic,2001,01/24/2022 12:00:00 AM,04:42:18,906B1,CODE 30 RINGER
PD22012400000392,West LA,0852,01/24/2022 12:00:00 AM,04:38:04,507O,OTHER
PD22012400000462,Hollenbeck,0461,01/24/2022 12:00:00 AM,04:35:33,906B1,CODE 30 RINGER
PD22012400000447,Pacific,1469,01/24/2022 12:00:00 AM,04:35:04,9212,TRESPASS SUSP
PD22012400000468,Southeast,1831,01/24/2022 12:00:00 AM,04:33:30,006,CODE 6
PD22012400000466,Outside,,01/24/2022 12:00:00 AM,04:33:04,006,CODE 6
PD22012400000465,Devonshire,1727,01/24/2022 12:00:00 AM,04:32:17,459X,I/P
PD22012400000440,Harbor,0564,01/24/2022 12:00:00 AM,04:31:30,415F,FIGHT
PD22012400000458,Hollywood,0646,01/24/2022 12:00:00 AM,04:30:50,906B1,CODE 30 RINGER
PD22012400000398,West Valley,1088,01/24/2022 12:00:00 AM,04:29:33,507P,PARTY
PD22012400000463,Van Nuys,0984,01/24/2022 12:00:00 AM,04:28:41,415G,GRP
PD22012400000461,Southeast,1831,01/24/2022 12:00:00 AM,04:21:53,620D,DOM VIOL
PD22012400000460,Outside,,01/24/2022 12:00:00 AM,04:19:51,006,CODE 6
PD22012400000459,Outside,,01/24/2022 12:00:00 AM,04:18:51,902,TRAFFIC STOP
PD22012400000411,Central,0145,01/24/2022 12:00:00 AM,04:17:44,9212,TRESPASS SUSP
PD22012400000456,Central,0195,01/24/2022 12:00:00 AM,04:17:21,415M,MAN
PD22012400000451,Central,0192,01/24/2022 12:00:00 AM,04:17:15,906B1F,EXCESSIVE FALSE RING
PD22012400000457,Outside,,01/24/2022 12:00:00 AM,04:16:56,006,CODE 6
PD22012400000454,Outside,,01/24/2022 12:00:00 AM,04:16:32,006,CODE 6
PD22012400000453,Outside,,01/24/2022 12:00:00 AM,04:15:21,006,CODE 6
PD22012400000452,Outside,,01/24/2022 12:00:00 AM,04:15:08,006,CODE 6
PD22012400000450,Van Nuys,0911,01/24/2022 12:00:00 AM,04:13:01,459PSN,POSS SUSP NOW
PD22012400000449,Newton,1375,01/24/2022 12:00:00 AM,04:12:20,459X,I/P
PD22012300004426,Newton,1377,01/24/2022 12:00:00 AM,04:10:29,620,DISPUTE
PD22012400000446,West Valley,1023,01/24/2022 12:00:00 AM,04:07:39,990F,FD
PD22012400000438,Wilshire,0735,01/24/2022 12:00:00 AM,04:05:58,9212,TRESPASS SUSP
PD22012400000431,Foothill,1698,01/24/2022 12:00:00 AM,04:05:57,4591I,BFV INVEST
PD22012400000427,Mission,1954,01/24/2022 12:00:00 AM,04:04:58,9212N,TRESPASS SUSP NOW
PD22012400000442,Outside,,01/24/2022 12:00:00 AM,04:04:33,006,CODE 6
PD22012400000441,Central,0119,01/24/2022 12:00:00 AM,04:03:29,006,CODE 6
PD22012400000436,West Valley,1008,01/24/2022 12:00:00 AM,04:00:34,906B1,CODE 30 RINGER
PD22012400000439,Outside,,01/24/2022 12:00:00 AM,04:00:14,006,CODE 6
PD22012400000391,77th Street,1207,01/24/2022 12:00:00 AM,03:58:18,620D,DOM VIOL
PD22012400000433,Pacific,1488,01/24/2022 12:00:00 AM,03:58:16,4591J,BFV J/O
PD22012400000434,Van Nuys,0939,01/24/2022 12:00:00 AM,03:57:37,930M,MAN
PD22012400000432,Outside,,01/24/2022 12:00:00 AM,03:55:36,006,CODE 6
PD22012400000430,Outside,,01/24/2022 12:00:00 AM,03:54:47,006,CODE 6
PD22012400000429,Hollywood,0666,01/24/2022 12:00:00 AM,03:54:21,900,UNKNOWN TROUBLE
PD22012400000421,Olympic,2002,01/24/2022 12:00:00 AM,03:53:21,918M,MALE
PD22012400000428,Mission,1918,01/24/2022 12:00:00 AM,03:52:52,006,CODE 6
PD22012400000402,Hollywood,0646,01/24/2022 12:00:00 AM,03:52:24,507R,RADIO
PD22012400000425,Southeast,1841,01/24/2022 12:00:00 AM,03:48:31,245PS,POSS SUSP
PD22012400000418,Pacific,1406,01/24/2022 12:00:00 AM,03:47:00,484S,SUSP
PD22012400000424,Devonshire,1764,01/24/2022 12:00:00 AM,03:46:55,906B1F,EXCESSIVE FALSE RING
PD22012400000401,Mission,1983,01/24/2022 12:00:00 AM,03:45:29,4591SN,BFV SUSP NOW
PD22012400000348,Northeast,1138,01/24/2022 12:00:00 AM,03:44:54,906B1C,CZ RPTS RINGER
PD22012400000422,West Valley,1012,01/24/2022 12:00:00 AM,03:44:12,902,TRAFFIC STOP
PD22012400000420,Devonshire,1749,01/24/2022 12:00:00 AM,03:44:05,921P2,POSS TRESPASS SUSP
PD22012400000419,Pacific,1444,01/24/2022 12:00:00 AM,03:42:51,4591S,BFV SUSP
PD22012400000416,Van Nuys,0974,01/24/2022 12:00:00 AM,03:41:25,415F,FIGHT
PD22012400000355,Topanga,2105,01/24/2022 12:00:00 AM,03:40:50,620M,MAN/WMN
PD22012400000414,Devonshire,1767,01/24/2022 12:00:00 AM,03:39:32,906B1,CODE 30 RINGER
PD22012400000396,Central,0111,01/24/2022 12:00:00 AM,03:38:29,9212,TRESPASS SUSP
PD22012400000415,Outside,,01/24/2022 12:00:00 AM,03:38:16,006,CODE 6
PD22012400000390,West Valley,1047,01/24/2022 12:00:00 AM,03:37:26,906B1,CODE 30 RINGER
PD22012400000410,Harbor,0567,01/24/2022 12:00:00 AM,03:36:47,246H,HEARD ONLY
PD22012400000413,Outside,,01/24/2022 12:00:00 AM,03:36:32,006,CODE 6
PD22012400000412,Central,0124,01/24/2022 12:00:00 AM,03:36:22,006,CODE 6
PD22012400000389,Newton,1333,01/24/2022 12:00:00 AM,03:35:37,906B1,CODE 30 RINGER
PD22012400000409,Outside,,01/24/2022 12:00:00 AM,03:35:33,006,CODE 6
PD22012400000408,Outside,,01/24/2022 12:00:00 AM,03:35:15,006,CODE 6
PD22012400000324,Central,0111,01/24/2022 12:00:00 AM,03:34:21,507P,PARTY
PD22012400000359,Olympic,2031,01/24/2022 12:00:00 AM,03:33:17,484PS,POSS SUSP
PD22012400000404,Hollenbeck,0473,01/24/2022 12:00:00 AM,03:33:06,459TSL,ATT SUSP J/L
PD22012400000403,Hollenbeck,0426,01/24/2022 12:00:00 AM,03:29:33,906B1,CODE 30 RINGER
PD22012400000400,Southeast,1801,01/24/2022 12:00:00 AM,03:28:16,242X,I/P
PD22012400000399,Hollenbeck,0464,01/24/2022 12:00:00 AM,03:27:14,415M3,MAN W/GUN
PD22012400000333,Central,0152,01/24/2022 12:00:00 AM,03:25:24,9212,TRESPASS SUSP
PD22012400000395,Wilshire,0711,01/24/2022 12:00:00 AM,03:24:17,507P,PARTY
PD22012400000269,Northeast,1184,01/24/2022 12:00:00 AM,03:23:33,415W,WOMAN
PD22012400000386,Newton,1317,01/24/2022 12:00:00 AM,03:23:14,906B1,CODE 30 RINGER
PD22012400000394,Southwest,0397,01/24/2022 12:00:00 AM,03:22:09,620L,LANDLORD/TENANT
PD22012400000369,Rampart,0246,01/24/2022 12:00:00 AM,03:20:35,459I,INVEST
PD22012400000344,Northeast,1151,01/24/2022 12:00:00 AM,03:20:24,415M,MAN
PD22012400000393,N Hollywood,1522,01/24/2022 12:00:00 AM,03:20:11,415M,MAN
PD22012400000376,N Hollywood,1509,01/24/2022 12:00:00 AM,03:17:47,245I,INVEST
PD22012400000382,Hollywood,0637,01/24/2022 12:00:00 AM,03:16:33,900,UNKNOWN TROUBLE
PD22012400000378,West Valley,1067,01/24/2022 12:00:00 AM,03:15:48,906B1,CODE 30 RINGER
PD22012400000232,Rampart,0236,01/24/2022 12:00:00 AM,03:15:08,5036,R/O STNDG BY REC VEH
PD22012400000371,Mission,1991,01/24/2022 12:00:00 AM,03:14:38,9212N,TRESPASS SUSP NOW
PD22012400000384,Harbor,0511,01/24/2022 12:00:00 AM,03:13:24,620D,DOM VIOL
PD22012400000388,Southwest,0357,01/24/2022 12:00:00 AM,03:13:19,918M,MALE
PD22012400000387,Hollywood,0626,01/24/2022 12:00:00 AM,03:12:11,415M,MAN
PD22012400000385,Outside,,01/24/2022 12:00:00 AM,03:09:22,006,CODE 6
PD22012400000377,Hollywood,0647,01/24/2022 12:00:00 AM,03:09:19,415M6,MAN W/KNIVES
PD22012400000383,Outside,,01/24/2022 12:00:00 AM,03:07:55,006,CODE 6
PD22012400000350,Central,0152,01/24/2022 12:00:00 AM,03:07:27,907A2,AMB O/D
PD22012400000372,Central,0156,01/24/2022 12:00:00 AM,03:07:08,415MP3,MAN POSS GUN
PD22012400000340,Devonshire,1764,01/24/2022 12:00:00 AM,03:06:57,921S,SUSP
PD22012400000262,Northeast,1125,01/24/2022 12:00:00 AM,03:06:57,484PS,POSS SUSP
PD22012400000381,Outside,,01/24/2022 12:00:00 AM,03:06:45,006,CODE 6
PD22012400000373,Northeast,1124,01/24/2022 12:00:00 AM,03:06:27,507P,PARTY
PD22012400000379,Outside,,01/24/2022 12:00:00 AM,03:05:58,006,CODE 6
PD22012400000375,Outside,,01/24/2022 12:00:00 AM,03:03:58,006,CODE 6
PD22012400000374,Harbor,0562,01/24/2022 12:00:00 AM,03:03:43,907P3,POSS ATT SUICIDE
PD22012400000364,N Hollywood,1567,01/24/2022 12:00:00 AM,03:02:06,6201,ROOMMATE
PD22012400000370,Foothill,1689,01/24/2022 12:00:00 AM,03:01:24,459SL,SUSP J/L
PD22012400000363,Hollywood,0657,01/24/2022 12:00:00 AM,03:00:46,245AJ,AMB J/O
PD22012400000366,N Hollywood,1526,01/24/2022 12:00:00 AM,02:58:10,006,CODE 6
PD22012400000365,Outside,,01/24/2022 12:00:00 AM,02:57:15,006,CODE 6
PD22012400000341,Wilshire,0755,01/24/2022 12:00:00 AM,02:56:53,9212,TRESPASS SUSP
PD22012400000314,Mission,1981,01/24/2022 12:00:00 AM,02:55:30,9212,TRESPASS SUSP
PD22012400000362,Outside,,01/24/2022 12:00:00 AM,02:54:45,006,CODE 6
PD22012400000358,Southwest,0399,01/24/2022 12:00:00 AM,02:54:25,594SN,SUSP NOW
PD22012400000356,Hollywood,0639,01/24/2022 12:00:00 AM,02:53:07,906B1F,EXCESSIVE FALSE RING
PD22012400000357,Harbor,0565,01/24/2022 12:00:00 AM,02:51:45,261PX,POSS I/P
PD22012400000347,Hollywood,0678,01/24/2022 12:00:00 AM,02:51:18,7203,FD
PD22012400000328,Central,0127,01/24/2022 12:00:00 AM,02:50:30,415M,MAN
PD22012400000334,Central,0157,01/24/2022 12:00:00 AM,02:50:19,503P3,POSS GTA
PD22012400000313,77th Street,1241,01/24/2022 12:00:00 AM,02:47:44,620F,FAMILY
PD22012400000352,N Hollywood,1535,01/24/2022 12:00:00 AM,02:47:37,006,CODE 6
PD22012400000351,Outside,,01/24/2022 12:00:00 AM,02:47:32,006,CODE 6
PD22012400000349,Hollenbeck,0463,01/24/2022 12:00:00 AM,02:45:23,246H,HEARD ONLY
PD22012400000317,Harbor,0524,01/24/2022 12:00:00 AM,02:45:20,620D,DOM VIOL
PD22012400000331,Olympic,2024,01/24/2022 12:00:00 AM,02:43:00,415W,WOMAN
PD22012400000330,Rampart,0235,01/24/2022 12:00:00 AM,02:42:09,620D,DOM VIOL
PD22012400000319,Wilshire,0701,01/24/2022 12:00:00 AM,02:41:50,507R,RADIO
PD22012400000342,West LA,0859,01/24/2022 12:00:00 AM,02:40:28,242PS,POSS SUSP
PD22012400000336,Foothill,1661,01/24/2022 12:00:00 AM,02:39:09,906B1,CODE 30 RINGER
PD22012400000337,Devonshire,1797,01/24/2022 12:00:00 AM,02:39:07,245FJ,SHOTS FIRED J/O
PD22012400000327,Foothill,1654,01/24/2022 12:00:00 AM,02:39:05,415M,MAN
PD22012400000339,Outside,,01/24/2022 12:00:00 AM,02:38:12,006,CODE 6
PD22012400000338,Outside,,01/24/2022 12:00:00 AM,02:37:51,006,CODE 6
